time_s,request,aux_v,input_v,aux_good,power_enable,pvdd_v,audio_run,efuse_latched
1.2,1,0,48,0,0,0.0,0,0
1.21,1,0,48,0,0,0.0,0,0
1.22,1,0,48,0,0,0.0,0,0
1.23,1,0,48,0,0,0.0,0,0
1.24,1,0,48,0,0,0.0,0,0
1.25,1,0,48,0,0,0.0,0,0
1.26,1,0,48,0,0,0.0,0,0
1.27,1,0,48,0,0,0.0,0,0
1.28,1,0,48,0,0,0.0,0,0
1.29,1,0,48,0,0,0.0,0,0
1.3,1,0,48,0,0,0.0,0,0
1.31,1,0,48,0,0,0.0,0,0
1.32,1,0,48,0,0,0.0,0,0
1.33,1,0,48,0,0,0.0,0,0
1.34,1,0,48,0,0,0.0,0,0
1.35,1,0,48,0,0,0.0,0,0
1.36,1,0,48,0,0,0.0,0,0
1.37,1,0,48,0,0,0.0,0,0
1.38,1,0,48,0,0,0.0,0,0
1.39,1,0,48,0,0,0.0,0,0
1.4,1,0,48,0,0,0.0,0,0
1.41,1,0,48,0,0,0.0,0,0
1.42,1,0,48,0,0,0.0,0,0
1.43,1,0,48,0,0,0.0,0,0
1.44,1,0,48,0,0,0.0,0,0
1.45,1,0,48,0,0,0.0,0,0
1.46,1,0,48,0,0,0.0,0,0
1.47,1,0,48,0,0,0.0,0,0
1.48,1,0,48,0,0,0.0,0,0
1.49,1,0,48,0,0,0.0,0,0
1.5,1,0,48,0,0,0.0,0,0
1.51,1,0,48,0,0,0.0,0,0
1.52,1,0,48,0,0,0.0,0,0
1.53,1,0,48,0,0,0.0,0,0
1.54,1,0,48,0,0,0.0,0,0
1.55,1,0,48,0,0,0.0,0,0
1.56,1,0,48,0,0,0.0,0,0
1.57,1,0,48,0,0,0.0,0,0
1.58,1,0,48,0,0,0.0,0,0
1.59,1,0,48,0,0,0.0,0,0
1.6,1,0,48,0,0,0.0,0,0
1.61,1,0,48,0,0,0.0,0,0
1.62,1,0,48,0,0,0.0,0,0
1.63,1,0,48,0,0,0.0,0,0
1.64,1,0,48,0,0,0.0,0,0
1.65,1,0,48,0,0,0.0,0,0
1.66,1,0,48,0,0,0.0,0,0
1.67,1,0,48,0,0,0.0,0,0
1.68,1,0,48,0,0,0.0,0,0
1.69,1,0,48,0,0,0.0,0,0
1.7,1,0,48,0,0,0.0,0,0
1.71,1,0,48,0,0,0.0,0,0
1.72,1,0,48,0,0,0.0,0,0
1.73,1,0,48,0,0,0.0,0,0
1.74,1,0,48,0,0,0.0,0,0
1.75,1,0,48,0,0,0.0,0,0
1.76,1,0,48,0,0,0.0,0,0
1.77,1,0,48,0,0,0.0,0,0
1.78,1,0,48,0,0,0.0,0,0
1.79,1,0,48,0,0,0.0,0,0
1.8,1,0,48,0,0,0.0,0,0
1.81,1,0,48,0,0,0.0,0,0
1.82,1,0,48,0,0,0.0,0,0
1.83,1,0,48,0,0,0.0,0,0
1.84,1,0,48,0,0,0.0,0,0
1.85,1,0,48,0,0,0.0,0,0
1.86,1,0,48,0,0,0.0,0,0
1.87,1,0,48,0,0,0.0,0,0
1.88,1,0,48,0,0,0.0,0,0
1.89,1,0,48,0,0,0.0,0,0
1.9,1,0,48,0,0,0.0,0,0
1.91,1,0,48,0,0,0.0,0,0
1.92,1,0,48,0,0,0.0,0,0
1.93,1,0,48,0,0,0.0,0,0
1.94,1,0,48,0,0,0.0,0,0
1.95,1,0,48,0,0,0.0,0,0
1.96,1,0,48,0,0,0.0,0,0
1.97,1,0,48,0,0,0.0,0,0
1.98,1,0,48,0,0,0.0,0,0
1.99,1,0,48,0,0,0.0,0,0
2.0,1,0,48,0,0,0.0,0,0
2.01,1,0,48,0,0,0.0,0,0
2.02,1,0,48,0,0,0.0,0,0
2.03,1,0,48,0,0,0.0,0,0
2.04,1,0,48,0,0,0.0,0,0
2.05,1,0,48,0,0,0.0,0,0
2.06,1,0,48,0,0,0.0,0,0
2.07,1,0,48,0,0,0.0,0,0
2.08,1,0,48,0,0,0.0,0,0
2.09,1,0,48,0,0,0.0,0,0
2.1,1,0,48,0,0,0.0,0,0
2.11,1,0,48,0,0,0.0,0,0
2.12,1,0,48,0,0,0.0,0,0
2.13,1,0,48,0,0,0.0,0,0
2.14,1,0,48,0,0,0.0,0,0
2.15,1,0,48,0,0,0.0,0,0
2.16,1,0,48,0,0,0.0,0,0
2.17,1,0,48,0,0,0.0,0,0
2.18,1,0,48,0,0,0.0,0,0
2.19,1,0,48,0,0,0.0,0,0
2.2,1,0,48,0,0,0.0,0,0
2.21,1,0,48,0,0,0.0,0,0
2.22,1,0,48,0,0,0.0,0,0
2.23,1,0,48,0,0,0.0,0,0
2.24,1,0,48,0,0,0.0,0,0
2.25,1,0,48,0,0,0.0,0,0
2.26,1,0,48,0,0,0.0,0,0
2.27,1,0,48,0,0,0.0,0,0
2.28,1,0,48,0,0,0.0,0,0
2.29,1,0,48,0,0,0.0,0,0
2.3,1,0,48,0,0,0.0,0,0
2.31,1,0,48,0,0,0.0,0,0
2.32,1,0,48,0,0,0.0,0,0
2.33,1,0,48,0,0,0.0,0,0
2.34,1,0,48,0,0,0.0,0,0
2.35,1,0,48,0,0,0.0,0,0
2.36,1,0,48,0,0,0.0,0,0
2.37,1,0,48,0,0,0.0,0,0
2.38,1,0,48,0,0,0.0,0,0
2.39,1,0,48,0,0,0.0,0,0
2.4,1,0,48,0,0,0.0,0,0
2.41,1,0,48,0,0,0.0,0,0
2.42,1,0,48,0,0,0.0,0,0
2.43,1,0,48,0,0,0.0,0,0
2.44,1,0,48,0,0,0.0,0,0
2.45,1,0,48,0,0,0.0,0,0
2.46,1,0,48,0,0,0.0,0,0
2.47,1,0,48,0,0,0.0,0,0
2.48,1,0,48,0,0,0.0,0,0
2.49,1,0,48,0,0,0.0,0,0
2.5,1,0,48,0,0,0.0,0,0
2.51,1,0,48,0,0,0.0,0,0
2.52,1,0,48,0,0,0.0,0,0
2.53,1,0,48,0,0,0.0,0,0
2.54,1,0,48,0,0,0.0,0,0
2.55,1,0,48,0,0,0.0,0,0
2.56,1,0,48,0,0,0.0,0,0
2.57,1,0,48,0,0,0.0,0,0
2.58,1,0,48,0,0,0.0,0,0
2.59,1,0,48,0,0,0.0,0,0
2.6,1,0,48,0,0,0.0,0,0
2.61,1,0,48,0,0,0.0,0,0
2.62,1,0,48,0,0,0.0,0,0
2.63,1,0,48,0,0,0.0,0,0
2.64,1,0,48,0,0,0.0,0,0
2.65,1,0,48,0,0,0.0,0,0
2.66,1,0,48,0,0,0.0,0,0
2.67,1,0,48,0,0,0.0,0,0
2.68,1,0,48,0,0,0.0,0,0
2.69,1,0,48,0,0,0.0,0,0
2.7,1,0,48,0,0,0.0,0,0
2.71,1,0,48,0,0,0.0,0,0
2.72,1,0,48,0,0,0.0,0,0
2.73,1,0,48,0,0,0.0,0,0
2.74,1,0,48,0,0,0.0,0,0
2.75,1,0,48,0,0,0.0,0,0
2.76,1,0,48,0,0,0.0,0,0
2.77,1,0,48,0,0,0.0,0,0
2.78,1,0,48,0,0,0.0,0,0
2.79,1,0,48,0,0,0.0,0,0
2.8,1,0,48,0,0,0.0,0,0
2.81,1,0,48,0,0,0.0,0,0
2.82,1,0,48,0,0,0.0,0,0
2.83,1,0,48,0,0,0.0,0,0
2.84,1,0,48,0,0,0.0,0,0
2.85,1,0,48,0,0,0.0,0,0
2.86,1,0,48,0,0,0.0,0,0
2.87,1,0,48,0,0,0.0,0,0
2.88,1,0,48,0,0,0.0,0,0
2.89,1,0,48,0,0,0.0,0,0
2.9,1,0,48,0,0,0.0,0,0
2.91,1,0,48,0,0,0.0,0,0
2.92,1,0,48,0,0,0.0,0,0
2.93,1,0,48,0,0,0.0,0,0
2.94,1,0,48,0,0,0.0,0,0
2.95,1,0,48,0,0,0.0,0,0
2.96,1,0,48,0,0,0.0,0,0
2.97,1,0,48,0,0,0.0,0,0
2.98,1,0,48,0,0,0.0,0,0
2.99,1,0,48,0,0,0.0,0,0
3.0,1,12,48,0,0,0.0,0,0
3.01,1,12,48,0,0,0.0,0,0
3.02,1,12,48,1,1,0.0437,0,0
3.03,1,12,48,1,1,0.2622,0,0
3.04,1,12,48,1,1,0.4808,0,0
3.05,1,12,48,1,1,0.6993,0,0
3.06,1,12,48,1,1,0.9178,0,0
3.07,1,12,48,1,1,1.1364,0,0
3.08,1,12,48,1,1,1.3549,0,0
3.09,1,12,48,1,1,1.5734,0,0
3.1,1,12,48,1,1,1.792,0,0
3.11,1,12,48,1,1,2.0105,0,0
3.12,1,12,48,1,1,2.229,0,0
3.13,1,12,48,1,1,2.4476,0,0
3.14,1,12,48,1,1,2.6661,0,0
3.15,1,12,48,1,1,2.8846,0,0
3.16,1,12,48,1,1,3.1031,0,0
3.17,1,12,48,1,1,3.3217,0,0
3.18,1,12,48,1,1,3.5402,0,0
3.19,1,12,48,1,1,3.7587,0,0
3.2,1,12,48,1,1,3.9773,0,0
3.21,1,12,48,1,1,4.1958,0,0
3.22,1,12,48,1,1,4.4143,0,0
3.23,1,12,48,1,1,4.6329,0,0
3.24,1,12,48,1,1,4.8514,0,0
3.25,1,12,48,1,1,5.0699,0,0
3.26,1,12,48,1,1,5.2885,0,0
3.27,1,12,48,1,1,5.507,0,0
3.28,1,12,48,1,1,5.7255,0,0
3.29,1,12,48,1,1,5.9441,0,0
3.3,1,12,48,1,1,6.1626,0,0
3.31,1,12,48,1,1,6.3811,0,0
3.32,1,12,48,1,1,6.5997,0,0
3.33,1,12,48,1,1,6.8182,0,0
3.34,1,12,48,1,1,7.0367,0,0
3.35,1,12,48,1,1,7.2552,0,0
3.36,1,12,48,1,1,7.4738,0,0
3.37,1,12,48,1,1,7.6923,0,0
3.38,1,12,48,1,1,7.9108,0,0
3.39,1,12,48,1,1,8.1294,0,0
3.4,1,12,48,1,1,8.3479,0,0
3.41,1,12,48,1,1,8.5664,0,0
3.42,1,12,48,1,1,8.785,0,0
3.43,1,12,48,1,1,9.0035,0,0
3.44,1,12,48,1,1,9.222,0,0
3.45,1,12,48,1,1,9.4406,0,0
3.46,1,12,48,1,1,9.6591,0,0
3.47,1,12,48,1,1,9.8776,0,0
3.48,1,12,48,1,1,10.0962,0,0
3.49,1,12,48,1,1,10.3147,0,0
3.5,1,12,48,1,1,10.5332,0,0
3.51,1,12,48,1,1,10.7517,0,0
3.52,1,12,48,1,1,10.9703,0,0
3.53,1,12,48,1,1,11.1888,0,0
3.54,1,12,48,1,1,11.4073,0,0
3.55,1,12,48,1,1,11.6259,0,0
3.56,1,12,48,1,1,11.8444,0,0
3.57,1,12,48,1,1,12.0629,0,0
3.58,1,12,48,1,1,12.2815,0,0
3.59,1,12,48,1,1,12.5,0,0
3.6,1,12,48,1,1,12.7185,0,0
3.61,1,12,48,1,1,12.9371,0,0
3.62,1,12,48,1,1,13.1556,0,0
3.63,1,12,48,1,1,13.3741,0,0
3.64,1,12,48,1,1,13.5927,0,0
3.65,1,12,48,1,1,13.8112,0,0
3.66,1,12,48,1,1,14.0297,0,0
3.67,1,12,48,1,1,14.2483,0,0
3.68,1,12,48,1,1,14.4668,0,0
3.69,1,12,48,1,1,14.6853,0,0
3.7,1,12,48,1,1,14.9038,0,0
3.71,1,12,48,1,1,15.1224,0,0
3.72,1,12,48,1,1,15.3409,0,0
3.73,1,12,48,1,1,15.5594,0,0
3.74,1,12,48,1,1,15.778,0,0
3.75,1,12,48,1,1,15.9965,0,0
3.76,1,12,48,1,1,16.215,0,0
3.77,1,12,48,1,1,16.4336,0,0
3.78,1,12,48,1,1,16.6521,0,0
3.79,1,12,48,1,1,16.8706,0,0
3.8,1,12,48,1,1,17.0892,0,0
3.81,1,12,48,1,1,17.3077,0,0
3.82,1,12,48,1,1,17.5262,0,0
3.83,1,12,48,1,1,17.7448,0,0
3.84,1,12,48,1,1,17.9633,0,0
3.85,1,12,48,1,1,18.1818,0,0
3.86,1,12,48,1,1,18.4003,0,0
3.87,1,12,48,1,1,18.6189,0,0
3.88,1,12,48,1,1,18.8374,0,0
3.89,1,12,48,1,1,19.0559,0,0
3.9,1,12,48,1,1,19.2745,0,0
3.91,1,12,48,1,1,19.493,0,0
3.92,1,12,48,1,1,19.7115,0,0
3.93,1,12,48,1,1,19.9301,0,0
3.94,1,12,48,1,1,20.1486,0,0
3.95,1,12,48,1,1,20.3671,0,0
3.96,1,12,48,1,1,20.5857,0,0
3.97,1,12,48,1,1,20.8042,0,0
3.98,1,12,48,1,1,21.0227,0,0
3.99,1,12,48,1,1,21.2413,0,0
4.0,1,12,48,1,1,21.4598,0,0
4.01,1,12,48,1,1,21.6783,0,0
4.02,1,12,48,1,1,21.8969,0,0
4.03,1,12,48,1,1,22.1154,0,0
4.04,1,12,48,1,1,22.3339,0,0
4.05,1,12,48,1,1,22.5524,0,0
4.06,1,12,48,1,1,22.771,0,0
4.07,1,12,48,1,1,22.9895,0,0
4.08,1,12,48,1,1,23.208,0,0
4.09,1,12,48,1,1,23.4266,0,0
4.1,1,12,48,1,1,23.6451,0,0
4.11,1,12,48,1,1,23.8636,0,0
4.12,1,12,48,1,1,24.0822,0,0
4.13,1,12,48,1,1,24.3007,0,0
4.14,1,12,48,1,1,24.5192,0,0
4.15,1,12,48,1,1,24.7378,0,0
4.16,1,12,48,1,1,24.9563,0,0
4.17,1,12,48,1,1,25.1748,0,0
4.18,1,12,48,1,1,25.3934,0,0
4.19,1,12,48,1,1,25.6119,0,0
4.2,1,12,48,1,1,25.8304,0,0
4.21,1,12,48,1,1,26.049,0,0
4.22,1,12,48,1,1,26.2675,0,0
4.23,1,12,48,1,1,26.486,0,0
4.24,1,12,48,1,1,26.7045,0,0
4.25,1,12,48,1,1,26.9231,0,0
4.26,1,12,48,1,1,27.1416,0,0
4.27,1,12,48,1,1,27.3601,0,0
4.28,1,12,48,1,1,27.5787,0,0
4.29,1,12,48,1,1,27.7972,0,0
4.3,1,12,48,1,1,28.0157,0,0
4.31,1,12,48,1,1,28.2343,0,0
4.32,1,12,48,1,1,28.4528,0,0
4.33,1,12,48,1,1,28.6713,0,0
4.34,1,12,48,1,1,28.8899,0,0
4.35,1,12,48,1,1,29.1084,0,0
4.36,1,12,48,1,1,29.3269,0,0
4.37,1,12,48,1,1,29.5455,0,0
4.38,1,12,48,1,1,29.764,0,0
4.39,1,12,48,1,1,29.9825,0,0
4.4,1,12,48,1,1,30.201,0,0
4.41,1,12,48,1,1,30.4196,0,0
4.42,1,12,48,1,1,30.6381,0,0
4.43,1,12,48,1,1,30.8566,0,0
4.44,1,12,48,1,1,31.0752,0,0
4.45,1,12,48,1,1,31.2937,0,0
4.46,1,12,48,1,1,31.5122,0,0
4.47,1,12,48,1,1,31.7308,0,0
4.48,1,12,48,1,1,31.9493,0,0
4.49,1,12,48,1,1,32.1678,0,0
4.5,1,12,48,1,1,32.3864,0,0
4.51,1,12,48,1,1,32.6049,0,0
4.52,1,12,48,1,1,32.8234,0,0
4.53,1,12,48,1,1,33.042,0,0
4.54,1,12,48,1,1,33.2605,0,0
4.55,1,12,48,1,1,33.479,0,0
4.56,1,12,48,1,1,33.6976,0,0
4.57,1,12,48,1,1,33.9161,0,0
4.58,1,12,48,1,1,34.1346,0,0
4.59,1,12,48,1,1,34.3531,0,0
4.6,1,12,48,1,1,34.5717,0,0
4.61,1,12,48,1,1,34.7902,0,0
4.62,1,12,48,1,1,35.0087,0,0
4.63,1,12,48,1,1,35.2273,0,0
4.64,1,12,48,1,1,35.4458,0,0
4.65,1,12,48,1,1,35.6643,0,0
4.66,1,12,48,1,1,35.8829,0,0
4.67,1,12,48,1,1,36.1014,0,0
4.68,1,12,48,1,1,36.3199,0,0
4.69,1,12,48,1,1,36.5385,0,0
4.7,1,12,48,1,1,36.757,0,0
4.71,1,12,48,1,1,36.9755,0,0
4.72,1,12,48,1,1,37.1941,0,0
4.73,1,12,48,1,1,37.4126,0,0
4.74,1,12,48,1,1,37.6311,0,0
4.75,1,12,48,1,1,37.8497,0,0
4.76,1,12,48,1,1,38.0682,0,0
4.77,1,12,48,1,1,38.2867,0,0
4.78,1,12,48,1,1,38.5052,0,0
4.79,1,12,48,1,1,38.7238,0,0
4.8,1,12,48,1,1,38.9423,0,0
4.81,1,12,48,1,1,39.1608,0,0
4.82,1,12,48,1,1,39.3794,0,0
4.83,1,12,48,1,1,39.5979,0,0
4.84,1,12,48,1,1,39.8164,0,0
4.85,1,12,48,1,1,40.035,0,0
4.86,1,12,48,1,1,40.2535,0,0
4.87,1,12,48,1,1,40.472,0,0
4.88,1,12,48,1,1,40.6906,0,0
4.89,1,12,48,1,1,40.9091,0,0
4.9,1,12,48,1,1,41.1276,0,0
4.91,1,12,48,1,1,41.3462,0,0
4.92,1,12,48,1,1,41.5647,0,0
4.93,1,12,48,1,1,41.7832,0,0
4.94,1,12,48,1,1,42.0017,0,0
4.95,1,12,48,1,1,42.2203,0,0
4.96,1,12,48,1,1,42.4388,0,0
4.97,1,12,48,1,1,42.6573,0,0
4.98,1,12,48,1,1,42.8759,0,0
4.99,1,12,48,1,1,43.0944,0,0
5.0,1,12,48,1,1,43.3129,0,0
5.01,1,12,48,1,1,43.5315,0,0
5.02,1,12,48,1,1,43.75,0,0
5.03,1,12,48,1,1,43.9685,0,0
5.04,1,12,48,1,1,44.1871,0,0
5.05,1,12,48,1,1,44.4056,0,0
5.06,1,12,48,1,1,44.6241,0,0
5.07,1,12,48,1,1,44.8427,0,0
5.08,1,12,48,1,1,45.0612,0,0
5.09,1,12,48,1,1,45.2797,0,0
5.1,1,12,48,1,1,45.4983,0,0
5.11,1,12,48,1,1,45.7168,0,0
5.12,1,12,48,1,1,45.9353,0,0
5.13,1,12,48,1,1,46.1538,0,0
5.14,1,12,48,1,1,46.3724,0,0
5.15,1,12,48,1,1,46.5909,0,0
5.16,1,12,48,1,1,46.8094,0,0
5.17,1,12,48,1,1,47.028,0,0
5.18,1,12,48,1,1,47.2465,0,0
5.19,1,12,48,1,1,47.465,0,0
5.2,1,12,48,1,1,47.6836,0,0
5.21,1,12,48,1,1,47.9021,0,0
5.22,1,12,48,1,1,48,0,0
5.23,1,12,48,1,1,48,0,0
5.24,1,12,48,1,1,48,0,0
5.25,1,12,48,1,1,48,0,0
5.26,1,12,48,1,1,48,0,0
5.27,1,12,48,1,1,48,0,0
5.28,1,12,48,1,1,48,0,0
5.29,1,12,48,1,1,48,0,0
5.3,1,12,48,1,1,48,0,0
5.31,1,12,48,1,1,48,0,0
5.32,1,12,48,1,1,48,0,0
5.33,1,12,48,1,1,48,0,0
5.34,1,12,48,1,1,48,0,0
5.35,1,12,48,1,1,48,0,0
5.36,1,12,48,1,1,48,0,0
5.37,1,12,48,1,1,48,0,0
5.38,1,12,48,1,1,48,0,0
5.39,1,12,48,1,1,48,0,0
5.4,1,12,48,1,1,48,0,0
5.41,1,12,48,1,1,48,0,0
5.42,1,12,48,1,1,48,0,0
5.43,1,12,48,1,1,48,0,0
5.44,1,12,48,1,1,48,0,0
5.45,1,12,48,1,1,48,0,0
5.46,1,12,48,1,1,48,0,0
5.47,1,12,48,1,1,48,0,0
5.48,1,12,48,1,1,48,0,0
5.49,1,12,48,1,1,48,0,0
5.5,1,12,48,1,1,48,0,0
5.51,1,12,48,1,1,48,0,0
5.52,1,12,48,1,1,48,0,0
5.53,1,12,48,1,1,48,0,0
5.54,1,12,48,1,1,48,0,0
5.55,1,12,48,1,1,48,0,0
5.56,1,12,48,1,1,48,0,0
5.57,1,12,48,1,1,48,0,0
5.58,1,12,48,1,1,48,0,0
5.59,1,12,48,1,1,48,0,0
5.6,1,12,48,1,1,48,0,0
5.61,1,12,48,1,1,48,0,0
5.62,1,12,48,1,1,48,0,0
5.63,1,12,48,1,1,48,0,0
5.64,1,12,48,1,1,48,0,0
5.65,1,12,48,1,1,48,0,0
5.66,1,12,48,1,1,48,0,0
5.67,1,12,48,1,1,48,0,0
5.68,1,12,48,1,1,48,0,0
5.69,1,12,48,1,1,48,0,0
5.7,1,12,48,1,1,48,0,0
5.71,1,12,48,1,1,48,0,0
5.72,1,12,48,1,1,48,0,0
5.73,1,12,48,1,1,48,0,0
5.74,1,12,48,1,1,48,0,0
5.75,1,12,48,1,1,48,0,0
5.76,1,12,48,1,1,48,0,0
5.77,1,12,48,1,1,48,0,0
5.78,1,12,48,1,1,48,0,0
5.79,1,12,48,1,1,48,0,0
5.8,1,12,48,1,1,48,0,0
5.81,1,12,48,1,1,48,0,0
5.82,1,12,48,1,1,48,0,0
5.83,1,12,48,1,1,48,0,0
5.84,1,12,48,1,1,48,0,0
5.85,1,12,48,1,1,48,0,0
5.86,1,12,48,1,1,48,0,0
5.87,1,12,48,1,1,48,0,0
5.88,1,12,48,1,1,48,0,0
5.89,1,12,48,1,1,48,0,0
5.9,1,12,48,1,1,48,0,0
5.91,1,12,48,1,1,48,0,0
5.92,1,12,48,1,1,48,0,0
5.93,1,12,48,1,1,48,0,0
5.94,1,12,48,1,1,48,0,0
5.95,1,12,48,1,1,48,0,0
5.96,1,12,48,1,1,48,0,0
5.97,1,12,48,1,1,48,0,0
5.98,1,12,48,1,1,48,0,0
5.99,1,12,48,1,1,48,0,0
6.0,1,12,48,1,1,48,0,0
6.01,1,12,48,1,1,48,0,0
6.02,1,12,48,1,1,48,0,0
6.03,1,12,48,1,1,48,0,0
6.04,1,12,48,1,1,48,0,0
6.05,1,12,48,1,1,48,0,0
6.06,1,12,48,1,1,48,0,0
6.07,1,12,48,1,1,48,0,0
6.08,1,12,48,1,1,48,0,0
6.09,1,12,48,1,1,48,0,0
6.1,1,12,48,1,1,48,0,0
6.11,1,12,48,1,1,48,0,0
6.12,1,12,48,1,1,48,0,0
6.13,1,12,48,1,1,48,0,0
6.14,1,12,48,1,1,48,0,0
6.15,1,12,48,1,1,48,0,0
6.16,1,12,48,1,1,48,0,0
6.17,1,12,48,1,1,48,0,0
6.18,1,12,48,1,1,48,0,0
6.19,1,12,48,1,1,48,0,0
6.2,1,12,48,1,1,48,0,0
6.21,1,12,48,1,1,48,0,0
6.22,1,12,48,1,1,48,0,0
6.23,1,12,48,1,1,48,0,0
6.24,1,12,48,1,1,48,1,0
6.25,1,12,48,1,1,48,1,0
6.26,1,12,48,1,1,48,1,0
6.27,1,12,48,1,1,48,1,0
6.28,1,12,48,1,1,48,1,0
6.29,1,12,48,1,1,48,1,0
6.3,1,12,48,1,1,48,1,0
6.31,1,12,48,1,1,48,1,0
6.32,1,12,48,1,1,48,1,0
6.33,1,12,48,1,1,48,1,0
6.34,1,12,48,1,1,48,1,0
6.35,1,12,48,1,1,48,1,0
6.36,1,12,48,1,1,48,1,0
6.37,1,12,48,1,1,48,1,0
6.38,1,12,48,1,1,48,1,0
6.39,1,12,48,1,1,48,1,0
6.4,1,12,48,1,1,48,1,0
6.41,1,12,48,1,1,48,1,0
6.42,1,12,48,1,1,48,1,0
